epoch:1
train path acc=0.8561256474611139	test path acc=0.6542670460613643	ensemble acc=0.6631016042780749
vote rate for correct=0.877758241023191	vote rate for wrong=0.809623685507773
results			label	correct	vote rate
228.0	513.0	0.0	942.0	0.0	0.0	0.5597147950089126
488.0	902.0	145.0	3.0	1.0	1.0	0.5864759427828349
3497.0	722.0	0.0	29.0	0.0	1.0	0.823210922787194
490.0	0.0	0.0	0.0	0.0	1.0	1.0
319.0	13.0	0.0	43.0	0.0	1.0	0.8506666666666667
7.0	194.0	0.0	7354.0	3.0	1.0	0.9733951025810721
0.0	0.0	0.0	554.0	3.0	1.0	1.0
557.0	3.0	0.0	4528.0	3.0	1.0	0.889937106918239
827.0	891.0	385.0	11527.0	3.0	1.0	0.8457079970652971
9.0	117.0	0.0	1362.0	3.0	1.0	0.9153225806451613
257.0	213.0	0.0	0.0	1.0	0.0	0.5468085106382978
0.0	1048.0	0.0	2.0	1.0	1.0	0.9980952380952381
275.0	687.0	0.0	0.0	2.0	0.0	0.7141372141372141
523.0	357.0	0.0	13.0	1.0	0.0	0.5856662933930571
291.0	1945.0	479.0	795.0	1.0	1.0	0.5541310541310541
68.0	636.0	0.0	0.0	1.0	1.0	0.9034090909090909
480.0	479.0	1.0	280.0	3.0	0.0	0.3870967741935484
212.0	2049.0	1.0	325.0	1.0	1.0	0.7920371086200232
1536.0	1.0	0.0	4.0	0.0	1.0	0.9967553536664504
0.0	18.0	0.0	4173.0	3.0	1.0	0.9957050823192556
611.0	1.0	0.0	0.0	3.0	0.0	0.9983660130718954
610.0	2.0	0.0	0.0	3.0	0.0	0.9967320261437909
80.0	78.0	2.0	760.0	0.0	0.0	0.8260869565217391
1249.0	153.0	10.0	3141.0	3.0	1.0	0.6898748078190204
856.0	187.0	123.0	475.0	0.0	1.0	0.5216331505179769
287.0	45.0	0.0	22.0	0.0	1.0	0.8107344632768362
57.0	194.0	0.0	1669.0	3.0	1.0	0.8692708333333333
850.0	395.0	343.0	666.0	0.0	1.0	0.37710736468500444
235.0	1144.0	9.0	316.0	3.0	0.0	0.6713615023474179
179.0	427.0	0.0	75.0	2.0	0.0	0.6270190895741556
2016.0	1585.0	1.0	1448.0	0.0	1.0	0.39920792079207923
151.0	2735.0	502.0	3309.0	1.0	0.0	0.4941018366432731
0.0	386.0	0.0	0.0	1.0	1.0	1.0
0.0	136.0	0.0	983.0	3.0	1.0	0.8784629133154602
0.0	0.0	0.0	846.0	2.0	0.0	1.0
1248.0	0.0	0.0	0.0	0.0	1.0	1.0
2396.0	2434.0	0.0	98.0	0.0	0.0	0.49391233766233766
0.0	63.0	0.0	1452.0	3.0	1.0	0.9584158415841584
1493.0	1195.0	0.0	966.0	0.0	1.0	0.4085933223864258
7.0	1547.0	718.0	6388.0	3.0	1.0	0.7376443418013857
1340.0	2.0	0.0	2.0	0.0	1.0	0.9970238095238095
360.0	1361.0	387.0	645.0	2.0	0.0	0.49436977842353796
703.0	0.0	0.0	0.0	1.0	0.0	1.0
0.0	1.0	13.0	144.0	2.0	0.0	0.9113924050632911
0.0	0.0	0.0	1431.0	3.0	1.0	1.0
0.0	13.0	0.0	1022.0	3.0	1.0	0.9874396135265701
364.0	15.0	0.0	622.0	3.0	1.0	0.6213786213786214
49.0	1.0	0.0	564.0	1.0	0.0	0.9185667752442996
4.0	0.0	0.0	2278.0	2.0	0.0	0.9982471516213848
377.0	116.0	25.0	98.0	0.0	1.0	0.612012987012987
1366.0	461.0	0.0	491.0	0.0	1.0	0.5893011216566005
0.0	432.0	0.0	0.0	1.0	1.0	1.0
323.0	372.0	0.0	5.0	0.0	0.0	0.5314285714285715
332.0	375.0	0.0	3.0	2.0	0.0	0.528169014084507
4.0	0.0	0.0	734.0	0.0	0.0	0.994579945799458
1183.0	97.0	0.0	1.0	0.0	1.0	0.9234972677595629
0.0	438.0	0.0	749.0	3.0	1.0	0.6310025273799494
510.0	41.0	0.0	82.0	1.0	0.0	0.8056872037914692
0.0	438.0	0.0	739.0	1.0	0.0	0.6278674596431606
0.0	1.0	0.0	757.0	3.0	1.0	0.9986807387862797
0.0	0.0	0.0	747.0	3.0	1.0	1.0
0.0	439.0	0.0	0.0	1.0	1.0	1.0
0.0	312.0	0.0	38.0	2.0	0.0	0.8914285714285715
432.0	639.0	0.0	1869.0	1.0	0.0	0.6357142857142857
0.0	0.0	0.0	604.0	3.0	1.0	1.0
1617.0	237.0	0.0	42.0	0.0	1.0	0.8528481012658228
5.0	460.0	37.0	2339.0	3.0	1.0	0.8233016543470609
371.0	372.0	136.0	47.0	3.0	0.0	0.4017278617710583
156.0	19.0	6.0	4610.0	3.0	1.0	0.9622208307242747
0.0	403.0	0.0	9.0	2.0	0.0	0.9781553398058253
2.0	901.0	137.0	225.0	1.0	1.0	0.7122529644268775
1917.0	344.0	0.0	0.0	0.0	1.0	0.8478549314462627
3.0	3264.0	0.0	94.0	1.0	1.0	0.9711395418030349
0.0	0.0	0.0	779.0	3.0	1.0	1.0
389.0	0.0	0.0	0.0	3.0	0.0	1.0
824.0	1307.0	0.0	11.0	1.0	1.0	0.6101774042950514
422.0	0.0	0.0	0.0	0.0	1.0	1.0
101.0	478.0	0.0	272.0	1.0	1.0	0.5616921269095182
1603.0	0.0	0.0	20.0	0.0	1.0	0.9876771410967344
0.0	506.0	0.0	321.0	1.0	1.0	0.6118500604594922
0.0	653.0	10.0	517.0	2.0	0.0	0.5533898305084746
0.0	0.0	0.0	816.0	2.0	0.0	1.0
0.0	0.0	0.0	817.0	3.0	1.0	1.0
453.0	503.0	0.0	124.0	0.0	0.0	0.46574074074074073
453.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	1761.0	0.0	15.0	1.0	1.0	0.9915540540540541
0.0	725.0	370.0	98.0	1.0	1.0	0.6077116512992456
0.0	0.0	0.0	835.0	3.0	1.0	1.0
620.0	512.0	97.0	1923.0	2.0	0.0	0.6100888324873096
0.0	1.0	0.0	1068.0	2.0	0.0	0.9990645463049579
0.0	17.0	774.0	4.0	3.0	0.0	0.9735849056603774
272.0	256.0	13.0	1030.0	1.0	0.0	0.6556333545512413
0.0	514.0	0.0	0.0	1.0	1.0	1.0
644.0	14.0	0.0	5261.0	3.0	1.0	0.8888325730697753
39.0	87.0	0.0	4606.0	3.0	1.0	0.9733727810650887
222.0	208.0	32.0	0.0	0.0	1.0	0.4805194805194805
471.0	542.0	0.0	0.0	1.0	1.0	0.5350444225074038
626.0	251.0	0.0	408.0	0.0	1.0	0.48715953307392995
135.0	51.0	0.0	64.0	0.0	1.0	0.54
0.0	0.0	0.0	887.0	3.0	1.0	1.0
192.0	128.0	86.0	4.0	0.0	1.0	0.4682926829268293
2058.0	69.0	0.0	3682.0	3.0	1.0	0.6338440351179204
2572.0	4.0	1.0	7017.0	3.0	1.0	0.7313946216385241
99.0	925.0	0.0	22.0	2.0	0.0	0.884321223709369
0.0	40.0	0.0	0.0	0.0	0.0	1.0
67.0	313.0	0.0	3141.0	3.0	1.0	0.8920761147401306
0.0	8.0	5.0	1846.0	3.0	1.0	0.993006993006993
1532.0	87.0	0.0	13.0	0.0	1.0	0.9387254901960784
268.0	1657.0	28.0	968.0	1.0	1.0	0.5672714823690517
82.0	261.0	0.0	1160.0	3.0	1.0	0.7717897538256819
0.0	287.0	0.0	548.0	1.0	0.0	0.6562874251497006
1.0	0.0	0.0	1917.0	3.0	1.0	0.9994786235662148
1.0	4.0	0.0	1934.0	3.0	1.0	0.997421351211965
2456.0	1922.0	0.0	1328.0	0.0	1.0	0.43042411496670174
715.0	2.0	0.0	46.0	0.0	1.0	0.9370904325032765
1.0	0.0	1.0	1033.0	3.0	1.0	0.9980676328502416
1054.0	0.0	0.0	4.0	0.0	1.0	0.996219281663516
0.0	0.0	876.0	1.0	1.0	0.0	0.9988597491448119
123.0	139.0	0.0	1321.0	3.0	1.0	0.8344914718888187
0.0	0.0	0.0	985.0	3.0	1.0	1.0
226.0	296.0	0.0	824.0	0.0	0.0	0.612184249628529
188.0	135.0	0.0	297.0	3.0	1.0	0.4790322580645161
545.0	823.0	5.0	110.0	1.0	1.0	0.5549561699258261
0.0	538.0	0.0	0.0	1.0	1.0	1.0
4.0	236.0	477.0	1291.0	1.0	0.0	0.6429282868525896
2701.0	1008.0	7.0	1290.0	0.0	1.0	0.5395525369556532
0.0	269.0	0.0	1052.0	1.0	0.0	0.7963663890991673
1.0	0.0	0.0	995.0	3.0	1.0	0.998995983935743
545.0	0.0	0.0	0.0	1.0	0.0	1.0
483.0	221.0	5.0	49.0	1.0	0.0	0.637203166226913
0.0	1.0	841.0	33.0	0.0	0.0	0.9611428571428572
532.0	678.0	0.0	0.0	2.0	0.0	0.5603305785123966
0.0	0.0	0.0	1062.0	3.0	1.0	1.0
3.0	1.0	0.0	2037.0	3.0	1.0	0.9980401763841255
1220.0	0.0	0.0	1071.0	3.0	0.0	0.5325185508511567
17.0	477.0	0.0	1252.0	3.0	1.0	0.7170675830469645
1.0	0.0	0.0	1026.0	3.0	1.0	0.9990262901655307
445.0	909.0	0.0	12.0	1.0	1.0	0.6654465592972182
0.0	1172.0	3.0	7.0	3.0	0.0	0.9915397631133672
0.0	0.0	0.0	314.0	1.0	0.0	1.0
408.0	0.0	0.0	22.0	0.0	1.0	0.9488372093023256
2.0	1270.0	33.0	6.0	1.0	1.0	0.9687261632341724
0.0	0.0	0.0	2161.0	3.0	1.0	1.0
0.0	0.0	316.0	0.0	2.0	1.0	1.0
0.0	598.0	0.0	0.0	1.0	1.0	1.0
57.0	96.0	2.0	1.0	0.0	0.0	0.6153846153846154
0.0	0.0	0.0	2103.0	3.0	1.0	1.0
988.0	493.0	127.0	43.0	2.0	0.0	0.5984251968503937
799.0	0.0	0.0	274.0	0.0	1.0	0.744641192917055
0.0	407.0	82.0	304.0	2.0	0.0	0.5132408575031526
699.0	770.0	1.0	508.0	0.0	0.0	0.38928210313447925
168.0	854.0	2.0	78.0	0.0	0.0	0.7749546279491834
1427.0	165.0	0.0	0.0	0.0	1.0	0.8963567839195979
577.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	0.0	0.0	2110.0	3.0	1.0	1.0
575.0	0.0	1.0	0.0	0.0	1.0	0.9982638888888888
1.0	615.0	0.0	0.0	1.0	1.0	0.9983766233766234
2611.0	1633.0	0.0	12.0	0.0	1.0	0.6134868421052632
783.0	646.0	1.0	0.0	0.0	1.0	0.5475524475524476
401.0	125.0	0.0	1064.0	3.0	1.0	0.6691823899371069
0.0	1156.0	1.0	0.0	1.0	1.0	0.9991356957649092
232.0	390.0	0.0	22.0	1.0	1.0	0.6055900621118012
241.0	19.0	0.0	626.0	1.0	0.0	0.7065462753950339
2.0	243.0	0.0	687.0	3.0	1.0	0.7371244635193133
2.0	227.0	0.0	700.0	3.0	1.0	0.7534983853606028
0.0	0.0	0.0	1068.0	3.0	1.0	1.0
0.0	3.0	1.0	3214.0	3.0	1.0	0.9987569919204475
7.0	16.0	0.0	4080.0	3.0	1.0	0.9943943456007799
1141.0	0.0	0.0	0.0	1.0	0.0	1.0
87.0	1343.0	115.0	7.0	1.0	1.0	0.8653350515463918
60.0	819.0	0.0	2252.0	3.0	1.0	0.7192590226764612
122.0	291.0	22.0	0.0	1.0	1.0	0.6689655172413793
1.0	0.0	0.0	1086.0	3.0	1.0	0.9990800367985281
0.0	0.0	0.0	1087.0	3.0	1.0	1.0
0.0	0.0	0.0	1091.0	3.0	1.0	1.0
0.0	421.0	0.0	101.0	1.0	1.0	0.8065134099616859
1134.0	452.0	0.0	4.0	0.0	1.0	0.7132075471698113
605.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	0.0	0.0	1096.0	3.0	1.0	1.0
0.0	0.0	0.0	1098.0	3.0	1.0	1.0
524.0	0.0	0.0	0.0	0.0	1.0	1.0
8.0	343.0	265.0	0.0	1.0	1.0	0.5568181818181818
0.0	0.0	0.0	1106.0	3.0	1.0	1.0
1.0	362.0	1.0	1123.0	1.0	0.0	0.7552118359112306
0.0	0.0	0.0	1110.0	3.0	1.0	1.0
0.0	0.0	0.0	1119.0	3.0	1.0	1.0
186.0	62.0	0.0	0.0	3.0	0.0	0.75
0.0	0.0	0.0	2240.0	3.0	1.0	1.0
532.0	0.0	0.0	0.0	2.0	0.0	1.0
1132.0	21.0	0.0	0.0	0.0	1.0	0.981786643538595
0.0	369.0	0.0	369.0	1.0	1.0	0.5
0.0	0.0	0.0	1477.0	3.0	1.0	1.0
36.0	726.0	0.0	21.0	1.0	1.0	0.9272030651340997
1.0	1966.0	0.0	1.0	1.0	1.0	0.9989837398373984
2.0	1815.0	179.0	0.0	1.0	1.0	0.9093186372745491
8.0	910.0	0.0	1.0	0.0	0.0	0.9902067464635473
0.0	669.0	0.0	0.0	1.0	1.0	1.0
236.0	0.0	0.0	58.0	1.0	0.0	0.8027210884353742
0.0	353.0	0.0	1132.0	2.0	0.0	0.7622895622895622
1267.0	0.0	0.0	17.0	0.0	1.0	0.9867601246105919
2359.0	0.0	0.0	2.0	0.0	1.0	0.9991529013130029
489.0	32.0	0.0	0.0	0.0	1.0	0.9385796545105566
1.0	0.0	587.0	99.0	3.0	0.0	0.8544395924308588
0.0	0.0	0.0	1174.0	3.0	1.0	1.0
0.0	1057.0	0.0	384.0	1.0	1.0	0.7335183900069396
0.0	3.0	0.0	962.0	3.0	1.0	0.9968911917098445
0.0	2.0	0.0	426.0	2.0	0.0	0.9953271028037384
0.0	1.0	0.0	427.0	2.0	0.0	0.9976635514018691
0.0	364.0	0.0	0.0	0.0	0.0	1.0
641.0	0.0	0.0	0.0	2.0	0.0	1.0
641.0	0.0	0.0	0.0	0.0	1.0	1.0
2.0	684.0	0.0	0.0	2.0	0.0	0.9970845481049563
0.0	4.0	0.0	732.0	3.0	1.0	0.9945652173913043
0.0	4.0	0.0	976.0	3.0	1.0	0.9959183673469387
611.0	1.0	1.0	12.0	3.0	0.0	0.9776
0.0	0.0	0.0	1149.0	3.0	1.0	1.0
0.0	95.0	0.0	268.0	2.0	0.0	0.7382920110192838
395.0	523.0	0.0	22.0	0.0	0.0	0.5563829787234043
0.0	3.0	0.0	617.0	1.0	0.0	0.9951612903225806
0.0	0.0	0.0	628.0	1.0	0.0	1.0
0.0	675.0	0.0	0.0	1.0	1.0	1.0
163.0	1522.0	0.0	0.0	2.0	0.0	0.9032640949554896
108.0	255.0	0.0	1156.0	1.0	0.0	0.761026991441738
1.0	0.0	0.0	1155.0	3.0	1.0	0.9991349480968859
0.0	0.0	0.0	1158.0	3.0	1.0	1.0
568.0	0.0	0.0	0.0	1.0	0.0	1.0
0.0	0.0	0.0	1165.0	2.0	0.0	1.0
12.0	82.0	0.0	216.0	3.0	1.0	0.6967741935483871
1.0	2.0	56.0	1081.0	3.0	1.0	0.9482456140350877
0.0	66.0	0.0	0.0	0.0	0.0	1.0
1.0	0.0	0.0	1168.0	3.0	1.0	0.9991445680068435
11.0	301.0	0.0	4672.0	3.0	1.0	0.9373996789727127
898.0	1.0	0.0	1.0	0.0	1.0	0.9977777777777778
18.0	290.0	207.0	822.0	1.0	0.0	0.6148092744951383
0.0	373.0	0.0	1189.0	3.0	1.0	0.7612035851472471
0.0	24.0	0.0	510.0	1.0	0.0	0.9550561797752809
0.0	0.0	0.0	1197.0	3.0	1.0	1.0
509.0	203.0	0.0	235.0	0.0	1.0	0.5374868004223865
0.0	695.0	0.0	0.0	1.0	1.0	1.0
1.0	10.0	6.0	1.0	2.0	0.0	0.5555555555555556
0.0	31.0	0.0	0.0	2.0	0.0	1.0
701.0	0.0	0.0	0.0	0.0	1.0	1.0
668.0	0.0	0.0	1.0	0.0	1.0	0.9985052316890882
61.0	6.0	0.0	398.0	2.0	0.0	0.8559139784946237
976.0	0.0	0.0	236.0	0.0	1.0	0.8052805280528053
0.0	0.0	0.0	1204.0	3.0	1.0	1.0
0.0	1174.0	0.0	0.0	0.0	0.0	1.0
592.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	0.0	0.0	381.0	2.0	0.0	1.0
0.0	359.0	0.0	6.0	1.0	1.0	0.9835616438356164
681.0	698.0	0.0	0.0	0.0	0.0	0.5061638868745467
709.0	13.0	0.0	4.0	1.0	0.0	0.9765840220385675
709.0	12.0	0.0	7.0	0.0	1.0	0.9739010989010989
381.0	0.0	11.0	0.0	3.0	0.0	0.9719387755102041
1189.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	3.0	0.0	3.0	0.0	0.0	0.5
195.0	52.0	5.0	299.0	1.0	0.0	0.542649727767695
0.0	1.0	700.0	0.0	1.0	0.0	0.9985734664764622
3.0	418.0	0.0	0.0	3.0	0.0	0.9928741092636579
605.0	39.0	0.0	0.0	0.0	1.0	0.9394409937888198
0.0	8.0	0.0	21.0	3.0	1.0	0.7241379310344828
0.0	0.0	704.0	0.0	2.0	1.0	1.0
701.0	732.0	0.0	0.0	0.0	0.0	0.5108164689462665
0.0	116.0	202.0	1.0	0.0	0.0	0.6332288401253918
1211.0	390.0	0.0	4.0	0.0	1.0	0.7545171339563863
702.0	0.0	0.0	418.0	1.0	0.0	0.6267857142857143
352.0	0.0	0.0	18.0	3.0	0.0	0.9513513513513514
9.0	259.0	0.0	121.0	1.0	1.0	0.6658097686375322
8.0	260.0	0.0	116.0	0.0	0.0	0.6770833333333334
721.0	555.0	0.0	0.0	0.0	1.0	0.5650470219435737
584.0	8.0	0.0	0.0	0.0	1.0	0.9864864864864865
706.0	0.0	0.0	0.0	1.0	0.0	1.0
2.0	365.0	0.0	2.0	3.0	0.0	0.989159891598916
0.0	0.0	2.0	704.0	1.0	0.0	0.9971671388101983
2.0	147.0	0.0	13.0	0.0	0.0	0.9074074074074074
710.0	1.0	0.0	0.0	0.0	1.0	0.9985935302390999
12.0	0.0	0.0	1252.0	3.0	1.0	0.990506329113924
0.0	0.0	0.0	441.0	3.0	1.0	1.0
0.0	0.0	1.0	0.0	2.0	1.0	1.0
763.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	402.0	0.0	1.0	1.0	1.0	0.9975186104218362
0.0	0.0	0.0	404.0	3.0	1.0	1.0
0.0	722.0	0.0	1.0	1.0	1.0	0.9986168741355463
1.0	694.0	0.0	0.0	0.0	0.0	0.9985611510791367
628.0	17.0	0.0	0.0	0.0	1.0	0.9736434108527132
627.0	18.0	0.0	0.0	0.0	1.0	0.9720930232558139
0.0	0.0	0.0	1210.0	3.0	1.0	1.0
0.0	0.0	0.0	35.0	1.0	0.0	1.0
719.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	0.0	156.0	398.0	1.0	0.0	0.7184115523465704
618.0	0.0	0.0	0.0	0.0	1.0	1.0
1.0	0.0	0.0	1211.0	1.0	0.0	0.9991749174917491
0.0	1.0	1212.0	0.0	3.0	0.0	0.9991755976916735
5.0	211.0	0.0	131.0	1.0	1.0	0.6080691642651297
0.0	726.0	0.0	0.0	3.0	0.0	1.0
0.0	0.0	0.0	38.0	2.0	0.0	1.0
42.0	0.0	0.0	1.0	1.0	0.0	0.9767441860465116
21.0	736.0	0.0	4.0	2.0	0.0	0.9671484888304862
0.0	443.0	0.0	0.0	1.0	1.0	1.0
epoch:11
train path acc=0.9566302670795813	test path acc=0.6291766473917886	ensemble acc=0.6470588235294118
vote rate for correct=0.8535750840686158	vote rate for wrong=0.8003598432392823
results			label	correct	vote rate
10.0	11.0	0.0	3.0	0.0	0.0	0.4583333333333333
0.0	3.0	0.0	0.0	2.0	0.0	1.0
0.0	0.0	0.0	38.0	3.0	1.0	1.0
10.0	0.0	0.0	28.0	3.0	1.0	0.7368421052631579
24.0	6.0	0.0	0.0	0.0	1.0	0.8
0.0	16.0	50.0	175.0	3.0	1.0	0.7261410788381742
0.0	12.0	0.0	181.0	3.0	1.0	0.9378238341968912
1.0	58.0	0.0	1429.0	3.0	1.0	0.9603494623655914
0.0	0.0	0.0	86.0	3.0	1.0	1.0
86.0	11.0	0.0	1.0	0.0	1.0	0.8775510204081632
30.0	127.0	0.0	226.0	3.0	1.0	0.5900783289817232
0.0	69.0	0.0	20.0	1.0	1.0	0.7752808988764045
0.0	42.0	0.0	0.0	1.0	1.0	1.0
0.0	0.0	0.0	91.0	3.0	1.0	1.0
115.0	27.0	0.0	1735.0	3.0	1.0	0.9243473628129995
73.0	83.0	0.0	83.0	0.0	0.0	0.3472803347280335
18.0	200.0	2.0	33.0	1.0	1.0	0.7905138339920948
0.0	0.0	0.0	343.0	2.0	0.0	1.0
295.0	288.0	0.0	1274.0	3.0	1.0	0.686052773290253
172.0	115.0	0.0	82.0	1.0	0.0	0.46612466124661245
359.0	196.0	9.0	558.0	3.0	1.0	0.49732620320855614
0.0	0.0	0.0	680.0	3.0	1.0	1.0
181.0	2.0	0.0	0.0	0.0	1.0	0.9890710382513661
0.0	41.0	0.0	0.0	1.0	1.0	1.0
0.0	0.0	0.0	35.0	1.0	0.0	1.0
0.0	0.0	0.0	65.0	1.0	0.0	1.0
341.0	91.0	0.0	0.0	0.0	1.0	0.7893518518518519
0.0	209.0	0.0	471.0	3.0	1.0	0.6926470588235294
0.0	147.0	0.0	0.0	1.0	1.0	1.0
249.0	0.0	0.0	2209.0	3.0	1.0	0.8986981285598047
11.0	1204.0	150.0	789.0	2.0	0.0	0.5589600742804085
97.0	275.0	0.0	0.0	0.0	0.0	0.739247311827957
0.0	0.0	0.0	167.0	2.0	0.0	1.0
1231.0	785.0	292.0	150.0	0.0	1.0	0.5008136696501221
85.0	1702.0	82.0	224.0	1.0	1.0	0.8131868131868132
0.0	55.0	0.0	1722.0	3.0	1.0	0.9690489589195272
442.0	1301.0	70.0	3880.0	3.0	1.0	0.6815387317758651
0.0	341.0	76.0	989.0	3.0	1.0	0.7034139402560455
280.0	1461.0	92.0	389.0	1.0	1.0	0.6575157515751575
172.0	91.0	0.0	12.0	0.0	1.0	0.6254545454545455
0.0	1.0	0.0	2350.0	0.0	0.0	0.9995746490854955
0.0	0.0	0.0	384.0	3.0	1.0	1.0
276.0	2233.0	200.0	5432.0	1.0	0.0	0.6672398968185727
599.0	418.0	0.0	2.0	1.0	0.0	0.5878312070657508
490.0	1590.0	0.0	26.0	1.0	1.0	0.7549857549857549
727.0	0.0	0.0	191.0	0.0	1.0	0.7919389978213508
0.0	0.0	0.0	391.0	3.0	1.0	1.0
641.0	18.0	0.0	1583.0	3.0	1.0	0.7060660124888493
401.0	251.0	128.0	631.0	3.0	1.0	0.44720056697377747
10.0	56.0	0.0	56.0	0.0	0.0	0.45901639344262296
800.0	365.0	13.0	86.0	3.0	0.0	0.6329113924050633
108.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	3.0	0.0	2638.0	3.0	1.0	0.9988640666414237
11.0	1125.0	14.0	143.0	1.0	1.0	0.8700696055684455
1.0	0.0	0.0	855.0	3.0	1.0	0.9988317757009346
2027.0	1969.0	12.0	135.0	0.0	1.0	0.48925899106927345
0.0	18.0	0.0	1.0	0.0	0.0	0.9473684210526315
0.0	18.0	0.0	2.0	1.0	1.0	0.9
7.0	849.0	72.0	3748.0	3.0	1.0	0.8015397775876818
0.0	266.0	0.0	923.0	0.0	0.0	0.776282590412111
125.0	1513.0	0.0	3647.0	2.0	0.0	0.6900662251655629
29.0	436.0	0.0	268.0	1.0	1.0	0.5948158253751705
0.0	0.0	0.0	3012.0	3.0	1.0	1.0
232.0	644.0	0.0	118.0	1.0	1.0	0.647887323943662
66.0	2.0	0.0	230.0	0.0	0.0	0.7718120805369127
303.0	496.0	1.0	8.0	1.0	1.0	0.6138613861386139
231.0	59.0	0.0	80.0	0.0	1.0	0.6243243243243243
0.0	59.0	0.0	0.0	0.0	0.0	1.0
329.0	722.0	0.0	173.0	1.0	1.0	0.5898692810457516
5.0	713.0	0.0	554.0	1.0	1.0	0.5605345911949685
0.0	527.0	0.0	0.0	3.0	0.0	1.0
0.0	528.0	0.0	1050.0	3.0	1.0	0.6653992395437263
0.0	688.0	0.0	0.0	1.0	1.0	1.0
44.0	0.0	0.0	831.0	3.0	1.0	0.9497142857142857
0.0	236.0	0.0	541.0	0.0	0.0	0.6962676962676962
229.0	482.0	0.0	943.0	0.0	0.0	0.5701330108827086
480.0	927.0	136.0	3.0	1.0	1.0	0.5996119016817594
3497.0	720.0	0.0	33.0	0.0	1.0	0.8228235294117647
489.0	1.0	0.0	0.0	0.0	1.0	0.9979591836734694
318.0	11.0	0.0	44.0	0.0	1.0	0.8525469168900804
8.0	115.0	0.0	7524.0	3.0	1.0	0.9839152608866222
0.0	0.0	0.0	554.0	3.0	1.0	1.0
557.0	3.0	0.0	4529.0	3.0	1.0	0.889958734525447
808.0	851.0	368.0	11543.0	3.0	1.0	0.8506263817243921
2.0	120.0	0.0	1390.0	3.0	1.0	0.9193121693121693
268.0	199.0	0.0	0.0	1.0	0.0	0.5738758029978587
0.0	1047.0	0.0	1.0	1.0	1.0	0.9990458015267175
271.0	689.0	0.0	0.0	2.0	0.0	0.7177083333333333
522.0	358.0	0.0	14.0	1.0	0.0	0.5838926174496645
281.0	1902.0	472.0	788.0	1.0	1.0	0.5524252105721754
77.0	622.0	0.0	0.0	1.0	1.0	0.8898426323319027
496.0	477.0	2.0	282.0	3.0	0.0	0.39459029435163084
215.0	2023.0	0.0	423.0	1.0	1.0	0.7602405110860578
1536.0	1.0	0.0	3.0	0.0	1.0	0.9974025974025974
0.0	3.0	0.0	4262.0	3.0	1.0	0.9992966002344665
609.0	2.0	0.0	0.0	3.0	0.0	0.9967266775777414
610.0	2.0	0.0	0.0	3.0	0.0	0.9967320261437909
64.0	76.0	2.0	760.0	0.0	0.0	0.8425720620842572
1317.0	146.0	11.0	3105.0	3.0	1.0	0.6780956540729417
860.0	216.0	98.0	521.0	0.0	1.0	0.5073746312684366
285.0	43.0	0.0	24.0	0.0	1.0	0.8096590909090909
39.0	217.0	0.0	1667.0	3.0	1.0	0.8668746749869994
828.0	408.0	349.0	666.0	0.0	1.0	0.36783651710350956
216.0	1154.0	19.0	320.0	3.0	0.0	0.6752486834406085
156.0	444.0	0.0	66.0	2.0	0.0	0.6666666666666666
2015.0	1647.0	6.0	1428.0	0.0	1.0	0.39540816326530615
159.0	2741.0	577.0	3280.0	1.0	0.0	0.4854225247891076
0.0	382.0	0.0	0.0	1.0	1.0	1.0
0.0	151.0	0.0	949.0	3.0	1.0	0.8627272727272727
0.0	0.0	0.0	846.0	2.0	0.0	1.0
1248.0	0.0	0.0	0.0	0.0	1.0	1.0
2363.0	2428.0	0.0	124.0	0.0	0.0	0.4939979654120041
1.0	51.0	0.0	1455.0	3.0	1.0	0.9654943596549436
1562.0	1169.0	0.0	904.0	0.0	1.0	0.4297111416781293
6.0	1476.0	713.0	6442.0	3.0	1.0	0.7458608313071668
1340.0	2.0	0.0	2.0	0.0	1.0	0.9970238095238095
422.0	1326.0	332.0	631.0	2.0	0.0	0.48911840649206934
698.0	0.0	0.0	0.0	1.0	0.0	1.0
0.0	3.0	19.0	132.0	2.0	0.0	0.8571428571428571
1.0	0.0	0.0	1430.0	3.0	1.0	0.9993011879804332
0.0	4.0	0.0	990.0	3.0	1.0	0.9959758551307847
364.0	4.0	0.0	637.0	3.0	1.0	0.6338308457711442
14.0	1.0	0.0	613.0	1.0	0.0	0.9761146496815286
1.0	0.0	0.0	2282.0	2.0	0.0	0.9995619798510732
378.0	111.0	28.0	98.0	0.0	1.0	0.6146341463414634
1368.0	523.0	0.0	464.0	0.0	1.0	0.5808917197452229
0.0	432.0	0.0	0.0	1.0	1.0	1.0
330.0	382.0	0.0	4.0	0.0	0.0	0.5335195530726257
329.0	380.0	0.0	2.0	2.0	0.0	0.5344585091420534
5.0	0.0	0.0	733.0	0.0	0.0	0.9932249322493225
1180.0	95.0	0.0	4.0	0.0	1.0	0.9225957779515246
